Prscrbr_Geo_Desc,Gnrc_Name,DY13,DY14,DY15,DY16,DY17,DY18,DY19,DY20,DY21
Florida,"Syringe,needle,insuln,sf 0.5ml",36,1977,3084,2991,"2,285",1009,1180,280,208
Florida,Tacrolimus,16050,19321,21551,24097,"113,610,124,522,517",22656,28052,34190,34459
Florida,Tadalafil,64968,68778,71189,70431,"579,653,908",56045,53501,51168,53960
Florida,Tafluprost/Pf,3296,4336,4604,5612,"5,805",6148,5979,6236,4933
Florida,Taliglucerase Alfa,13,12,12,13,12,12,13,12,13
Florida,Tamoxifen Citrate,29108,30438,32232,31501,"2,529,484",27346,26240,26517,26258
Florida,Tamsulosin Hcl,819713,892499,988426,1069081,"50011,11,332",1132303,1187720,1262832,1328211
Florida,Tapentadol Hcl,12169,12726,13408,15783,"65,098,469",12919,12731,11945,10575
Florida,Tazarotene,1615,1510,921,633,131447,589,647,648,740
Florida,Teduglutide,35,113,206,299,404,529,519,695,660
Florida,Telmisartan,43045,37709,35482,33952,"131,230,880",38248,97440,103866,100430
Florida,Telmisartan/Amlodipine,500,372,534,773,75021,819,1130,1174,1266
Florida,Telmisartan/Hydrochlorothiazid,27402,21815,18051,15580,"86,612,390",13536,21793,22577,19844
Florida,Temazepam,726392,793988,786646,739249,"1346,82,902",623727,558751,548034,515414
Florida,Tenofovir Disoproxil Fumarate,14419,14227,14342,13335,"3,410,584",9250,8491,6580,5618
Florida,Terazosin Hcl,171586,159429,151282,143199,"1,31,993",119469,109262,103941,96822
Florida,Terbinafine Hcl,27998,29643,32432,31919,"1,131,791",34448,37595,35530,39458
Florida,Terbutaline Sulfate,1253,1273,873,973,932,579,339,308,197
Florida,Terconazole,13462,13263,12646,12703,"12,460",12777,12439,12620,12942
Florida,Teriflunomide,1058,2306,3638,4922,"5,474",5781,6082,5555,5199
Florida,Teriparatide,15376,15527,14974,13331,"12,725",11129,8822,6586,5419
Florida,Tesamorelin Acetate,1083,298,593,698,"1,010",1069,1014,744,855
Florida,Testosterone,70875,56443,43448,37745,"15,012,769,515,224,800,000,000,000",36422,33179,33773,34952
Florida,Testosterone Cypionate,49965,50742,55743,62524,"57,471,400",78021,86688,90234,91129
Florida,Testosterone Enanthate,2107,1362,1214,1192,"1,178",1089,1215,1593,1772
Florida,Tetrabenazine,1392,1544,1585,1502,816400,914,1328,1175,1242
Florida,Tetracycline Hcl,421,2602,3338,3185,"3,049",3140,3625,3302,3446
Florida,Thalidomide,975,853,681,528,450,349,324,332,321
Florida,Theophylline Anhydrous,57293,51821,48614,37234,"19,440,121,217,814,500",26342,22966,20937,18322
Florida,Thioridazine Hcl,7109,6310,5595,5012,"4,604",3676,2029,1755,1665
Florida,Thiothixene,8613,6347,5744,5283,"4,736",3699,1226,1366,1504
Florida,"Thyroid,pork",13198,14093,17321,16469,"13,222,287,415",19925,23044,24651,24799
Florida,Tiagabine Hcl,2195,2008,1752,1583,"3,021,171",1467,2263,2207,2344
Florida,Ticagrelor,13067,23848,32459,43208,"57,841",69629,82962,85927,81756
Florida,Tigecycline,1115,971,844,502,194430,674,584,509,662
Florida,Timolol,4012,2660,2568,2664,"2,739",2460,1892,2471,2436
Florida,Timolol Maleate,227962,226043,223745,221032,"1,5652,28,93367",267767,255363,236920,235179
Florida,Timolol Maleate/Pf,1231,1299,1254,1301,"1,357",1306,1433,1389,1522
Florida,Tinidazole,397,524,632,786,743,655,778,551,636
Florida,Tiopronin,27,31,77,89,101,119,106,147,199
Florida,Tiotropium Bromide,325102,333635,321341,279256,"1,85,83957,065",189054,165045,154983,137753
Florida,Tipranavir,507,473,439,235,182,152,132,105,78
Florida,Tizanidine Hcl,210298,260127,301471,366358,"3,95,05198",425537,462636,504265,521038
Florida,Tobramycin,25635,26673,27446,29185,"86,277,911,311",29999,27827,25611,22635
Florida,Tobramycin Sulfate,1583,1829,1503,1301,"1,405",1352,1306,1686,1038
Florida,Tobramycin/Dexamethasone,62634,56936,53866,53346,"792,935,843,355",52354,54885,57478,49801
Florida,Tobramycin/Lotepred Etab,2131,1901,886,872,874,726,764,547,545
Florida,Tocilizumab,498,1128,1555,2023,"2,171",3103,3155,3607,4208
Florida,Tofacitinib Citrate,822,2078,3076,3716,"29,682,551",8093,9691,10233,11121
Florida,Tolterodine Tartrate,56734,49049,48555,52591,"295,711,295,738,027",50688,44627,42166,39805
Florida,Tolvaptan,525,467,388,370,415,506,590,629,728
Florida,Topiramate,163188,182090,195873,206320,"1232,7652,07,5403621,641",209545,208166,212690,209628
Florida,Toremifene Citrate,121,177,208,147,81,65,65,82,123
Florida,Torsemide,66380,69962,73046,77534,"6,581,116",88779,96929,106091,113290
Florida,Tramadol Hcl,1120287,1197633,1118546,1127290,"2211,19,47710,238427",1076565,1061897,1053883,1036693
Florida,Tramadol Hcl/Acetaminophen,89468,79376,67338,62021,"55,449,152",45248,38219,35522,33640
Florida,Trametinib Dimethyl Sulfoxide,31,265,485,463,361,530,535,634,694
Florida,Trandolapril,12216,11042,10139,8988,"7,943",6825,5889,5559,4941
Florida,Trandolapril/Verapamil Hcl,1542,1129,828,713,196425,594,563,456,400
Florida,Tranexamic Acid,229,256,429,495,17602,716,891,1032,1115
Florida,Tranylcypromine Sulfate,468,424,494,507,26508,621,527,525,442
Florida,Trastuzumab,137,263,273,190,153,192,182,214,212
Florida,Travoprost,171059,158035,149263,135770,"1,30,262",117243,105381,90054,60892
Florida,Trazodone Hcl,571262,667718,770645,851430,"8,94,702",931449,1012585,1125062,1184417
Florida,Tretinoin,13616,13540,11823,11354,"1,128,958",9310,9483,8867,9666
Florida,Tretinoin Microspheres,480,374,306,211,34132,229,176,199,215
Florida,Triamcinolone Acetonide,262551,278901,306368,338641,"266833,71,30060",413637,445273,461667,484822
Florida,Triamterene,1266,1245,1065,435,402,320,359,512,550
Florida,Triamterene/Hydrochlorothiazid,321493,297405,278841,261977,"4111281052,39,201",218291,205975,200909,191169
Florida,Triazolam,15507,11914,10791,8956,"689,102",9115,8853,8298,9020
Florida,Trientine Hcl,25,28,29,26,16,25,36,56,78
Florida,Trifluoperazine Hcl,11748,11503,11592,10561,"10,163",7816,3368,5018,6450
Florida,Trifluridine,1601,1640,1505,1450,"1,644",1207,1284,1222,978
Florida,Trihexyphenidyl Hcl,26652,24078,22829,20028,"18,370",18624,16996,17365,16636
Florida,Trimethobenzamide Hcl,1167,1065,695,671,71534,517,503,398,179
Florida,Trimethoprim,18645,19025,19125,16872,"17,819",17197,16541,16100,14522
Florida,Trimipramine Maleate,116,21,38,68,1826,47,62,56,70
Florida,Triptorelin Pamoate,1655,1358,1621,1940,"1,968",1587,1522,1727,2137
Florida,Trospium Chloride,12446,11479,9175,8122,"50,673,792",9412,10028,10288,10625
Florida,Ursodiol,25371,26138,25477,25287,"50,309,023,808",24435,25435,26011,25776
Florida,Ustekinumab,821,1343,1542,1605,"2,033",2262,2440,3203,3981
Florida,Valacyclovir Hcl,96676,109522,122121,136274,"1,49,679493",167118,185282,194732,206241
Florida,Valganciclovir Hcl,4648,4641,5640,5858,"1,745,636",6377,7523,7922,8355
Florida,Valproic Acid,8440,8274,8073,7800,"7,878",8130,8020,7797,7847
Florida,Valproic Acid (As Sodium Salt),12792,13308,13931,14066,"3,314,956",15160,14652,14179,14809
Florida,Valsartan,448463,367755,322317,351517,"6,3553,70,439",264895,157925,195779,224500
Florida,Valsartan/Hydrochlorothiazide,272276,255239,238183,232163,"1,9612,18,150",158402,91214,103126,104688
Florida,Vancomycin Hcl,28697,30952,32789,33058,"1,734,735",36834,42710,40998,35128
Florida,Vandetanib,39,39,46,57,52,54,66,49,34
Florida,Vardenafil Hcl,17438,13802,13624,3338,"1,601",1079,544,705,995
Florida,Varenicline Tartrate,24594,23627,24473,28776,"35,318",38206,41067,35127,21266
Florida,Varicella Vaccine Live/Pf,129,112,53,68,84,133,143,99,138
Florida,Vemurafenib,340,186,230,219,184,181,170,130,84
Florida,Venlafaxine Hcl,277311,294417,313581,330361,"2,08170,4172,64,765",333760,331057,343632,342950
Florida,Verapamil Hcl,219386,204017,191482,178525,"1211,09,7225,45731,54716,5623813",149874,139683,132392,123950
Florida,Vigabatrin,108,121,126,103,113,59,49,61,67
Florida,Vincristine Sulfate,79,113,111,163,107,62,56,75,91
Florida,Vismodegib,398,548,748,883,"1,153",1062,1349,1406,1313
Florida,Voriconazole,1706,3572,2025,1767,"671,739",2128,2563,2639,2524
Florida,Vortioxetine Hydrobromide,21,4450,11872,15797,"9,120,477",25892,33012,35121,34538
Florida,Warfarin Sodium,1138532,1067924,1011846,931289,"20,4931,00,1317,02,846",701460,585840,499582,418826
Florida,"Water For Irrigation,sterile",1445,1556,1386,1927,"1,999",1674,1415,1298,938
Florida,Yellow Fever Vaccine Live/Pf,66,78,75,79,1672,153,188,66,15
Florida,Zafirlukast,11824,8761,6538,5225,"474,434",3902,3446,3257,3899
Florida,Zaleplon,14262,14135,12324,10813,"10,564",9218,8570,8516,8988
Florida,Zanamivir,73,79,65,62,75,106,50,102,51
Florida,Zidovudine,2282,2248,1969,1737,"1,331",1008,655,561,431
Florida,Zileuton,323,256,219,122,632997,133,119,116,82
Florida,Ziprasidone Hcl,57832,57298,56140,55230,"43,352,987",49866,47107,45868,44065
Florida,Ziprasidone Mesylate,484,408,371,399,318,272,221,200,143
Florida,Zoledronic Acid,495,405,382,443,431,338,318,511,537
Florida,Zolmitriptan,2050,2311,2668,3025,"208,355,463,232",3025,3068,3085,3043
Florida,Zolpidem Tartrate,917630,754700,652839,593596,"1,100821202755,95,22220,680",626918,578966,623952,636401
Florida,Zonisamide,16677,17429,18071,19170,"53,019,557",20945,20661,22208,22312
Florida,Zoster Vaccine Live/Pf,98941,63473,59370,55714,"47,463",5424,260,68,19
Foreign Country,Acetaminophen With Codeine,317,284,451,607,651,386,305,218,200
Foreign Country,Acyclovir,49,60,75,69,102,123,122,97,55
Foreign Country,Adalimumab,29,29,19,14,11,28,13,31,42
Foreign Country,Albuterol Sulfate,751,670,1018,907,1548111611,930,817,939,552
Foreign Country,Alendronate Sodium,267,156,201,230,270,283,286,244,262
Foreign Country,Allopurinol,276,226,170,275,339,336,297,277,301
Foreign Country,Alprazolam,803,609,556,628,677,481,319,239,209
Foreign Country,Amiodarone Hcl,49,19,28,51,101,112,128,67,145
Foreign Country,Amitriptyline Hcl,302,214,117,127,99,126,121,88,110
Foreign Country,Amlodipine Besylate,1748,1210,1108,1113,"1,626",1373,1297,1201,1521
Foreign Country,Amoxicillin,800,976,1068,1090,"1,369",1378,1151,921,1123
Foreign Country,Amoxicillin/Potassium Clav,202,239,360,332,404,318,425,349,315
Foreign Country,Anastrozole,12,21,18,29,52,41,24,309,346
Foreign Country,Aripiprazole,173,237,328,446,370,314,293,215,226
Foreign Country,Atenolol,508,352,301,345,343,354,259,265,377
Foreign Country,Atenolol/Chlorthalidone,37,11,21,22,20,12,20,19,27
Foreign Country,Atorvastatin Calcium,721,656,1103,1575,"2,153",2212,2057,1766,2149
Foreign Country,Azithromycin,368,393,453,547,700,653,442,331,380
Foreign Country,Baclofen,108,207,186,175,296,562,237,185,252
Foreign Country,Benazepril Hcl,119,59,58,81,86,152,84,72,99
Foreign Country,Benztropine Mesylate,89,105,206,335,308,219,171,182,180
Foreign Country,Betamethasone Valerate,15,20,19,16,38,20,21,20,23
Foreign Country,Brimonidine Tartrate,52,31,21,31,2524,45,77,12,36
Foreign Country,Budesonide,16,15,14,47,112049,76,90,48,77
Foreign Country,Budesonide/Formoterol Fumarate,126,94,261,214,233,175,109,107,45
Foreign Country,Bumetanide,25,22,29,38,92,86,109,38,58
Foreign Country,Bupropion Hcl,173,225,437,605,66172325,618,593,604,555
Foreign Country,Buspirone Hcl,76,114,293,422,279,235,200,124,191
Foreign Country,Calcitriol,64,52,19,28,48,23,36,41,27
Foreign Country,Carbamazepine,101,106,113,138,71622415,152,98,96,119
Foreign Country,Carbidopa/Levodopa,58,27,56,114,6820,95,91,80,70
Foreign Country,Carvedilol,426,264,302,362,470,363,299,276,447
Foreign Country,Cefdinir,30,30,34,25,29,44,118,80,58
Foreign Country,Cefuroxime Axetil,18,18,19,44,123,200,148,134,64
Foreign Country,Celecoxib,70,62,88,83,60,97,61,18,34
Foreign Country,Cephalexin,454,279,302,285,353,381,335,298,327
Foreign Country,Chlorhexidine Gluconate,224,287,323,378,429,377,430,403,567
Foreign Country,Chlorthalidone,92,65,47,76,93,58,46,56,148
Foreign Country,Ciprofloxacin Hcl,332,399,475,251,281,273,226,222,293
Foreign Country,Citalopram Hydrobromide,344,269,294,395,462,381,320,277,305
Foreign Country,Clarithromycin,15,21,24,17,23,16,11,16,13
Foreign Country,Clindamycin Hcl,261,267,295,275,332,300,264,235,257
Foreign Country,Clobetasol Propionate,45,50,73,71,109,87,120,186,189
Foreign Country,Clonazepam,506,674,658,759,709,669,422,388,388
Foreign Country,Clonidine Hcl,356,187,126,156,155,137,129,95,122
Foreign Country,Clopidogrel Bisulfate,544,313,298,375,472,346,284,230,242
Foreign Country,Clotrimazole,29,39,34,31,140,44,43,20,24
Foreign Country,Clotrimazole/Betamethasone Dip,75,45,26,25,42,25,30,34,23
Foreign Country,Clozapine,41,66,96,130,33,19,35,67,59
Foreign Country,Colchicine,71,70,52,60,3624,86,70,49,63
Foreign Country,Cyclobenzaprine Hcl,383,234,144,221,252,365,222,243,223
Foreign Country,Cyclosporine,11,18,13,15,27,62,88,52,66
Foreign Country,Dexamethasone,34,13,19,15,34,36,64,94,116
Foreign Country,Dextroamphetamine/Amphetamine,22,83,95,181,39164,80,19,54,66
Foreign Country,Diazepam,202,255,97,197,277,120,113,81,85
Foreign Country,Diclofenac Sodium,224,274,289,201,20472,257,279,297,268
Foreign Country,Dicyclomine Hcl,45,83,78,90,106,94,116,97,61
Foreign Country,Digoxin,78,44,60,73,2695,105,84,84,62
Foreign Country,Diltiazem Hcl,229,102,227,176,29192110350,211,199,188,237
Foreign Country,Diphenoxylate Hcl/Atropine,38,27,13,18,42,27,18,33,41
Foreign Country,Divalproex Sodium,180,201,364,442,186273,451,457,382,383
Foreign Country,Donepezil Hcl,252,240,269,268,457,278,170,150,150
Foreign Country,Dorzolamide Hcl/Timolol Maleat,26,18,12,18,41,22,16,13,34
Foreign Country,Doxazosin Mesylate,99,48,45,25,40,53,43,46,61
Foreign Country,Doxepin Hcl,41,24,45,46,66,58,50,37,60
Foreign Country,Doxycycline Hyclate,139,91,166,133,157,170,173,155,96
Foreign Country,Duloxetine Hcl,282,314,416,582,424,508,568,496,454
Foreign Country,Enalapril Maleate,214,226,147,135,156,127,86,80,76
Foreign Country,Enoxaparin Sodium,43,24,48,23,67,49,65,98,105
Foreign Country,Epinephrine,15,15,32,36,2125,33,14,17,21
Foreign Country,Erythromycin Base,43,36,52,26,55,49,44,42,23
Foreign Country,Escitalopram Oxalate,63,143,234,273,341,402,309,278,280
Foreign Country,Esomeprazole Magnesium,619,330,179,224,22338,107,80,42,47
Foreign Country,Estradiol,141,95,125,114,17643040,260,325,400,424
Foreign Country,Ezetimibe,60,37,37,51,7134,96,86,88,66
Foreign Country,Famotidine,166,91,136,154,204,207,252,320,638
Foreign Country,Fenofibrate,54,46,36,49,50,63,41,20,28
Foreign Country,Fenofibrate Nanocrystallized,23,28,21,20,61,50,28,13,13
Foreign Country,Fentanyl,49,113,186,197,172,119,41,24,16
Foreign Country,Finasteride,100,136,160,163,196,202,203,105,211
Foreign Country,Fluconazole,114,99,122,116,140,136,142,219,159
Foreign Country,Fluocinonide,30,21,28,23,21,28,26,29,33
Foreign Country,Fluoxetine Hcl,218,252,321,489,444,361,337,255,271
Foreign Country,Fluticasone Propionate,645,537,835,749,1369873,857,568,402,407
Foreign Country,Furosemide,1057,672,714,814,"1,142",944,866,611,748
Foreign Country,Gabapentin,857,926,1075,1269,"1,353",1960,1480,1247,1276
Foreign Country,Gemfibrozil,83,60,51,80,103,69,45,36,39
Foreign Country,Glimepiride,140,81,78,110,136,170,122,81,87
Foreign Country,Glipizide,478,266,222,284,2607523,333,256,270,298
Foreign Country,Haloperidol,28,25,85,142,98,97,69,108,107
Foreign Country,Hydralazine Hcl,109,112,107,152,194,124,117,180,229
Foreign Country,Hydrochlorothiazide,871,590,520,603,820,792,655,589,611
Foreign Country,Hydrocodone/Acetaminophen,3235,2439,1731,1593,"166,415",1516,1070,710,880
Foreign Country,Hydrocortisone,104,89,94,79,7527,88,100,69,52
Foreign Country,Hydromorphone Hcl,32,39,29,48,55,33,30,29,28
Foreign Country,Hydroxychloroquine Sulfate,118,136,174,77,34,107,93,80,98
Foreign Country,Hydroxyzine Hcl,90,37,61,61,110,133,120,109,110
Foreign Country,Hydroxyzine Pamoate,30,24,91,120,139,137,139,115,104
Foreign Country,Ibuprofen,596,653,660,695,198643,744,579,488,600
Foreign Country,Insulin Aspart,161,81,101,56,2696,93,76,58,25
Foreign Country,Insulin Detemir,192,75,108,85,6185,126,45,26,26
Foreign Country,"Insulin Glargine,hum.Rec.Anlog",352,194,198,271,168231,366,430,406,420
Foreign Country,Insulin Lispro,73,77,77,98,7821,87,82,60,122
Foreign Country,"Insulin Regular, Human",12,32,37,11,2821,46,133,119,191
Foreign Country,Ipratropium Bromide,96,119,155,92,6542,59,87,55,28
Foreign Country,Ipratropium/Albuterol Sulfate,100,62,130,62,5049,114,181,69,80
Foreign Country,Irbesartan,56,43,19,30,45,50,36,13,42
Foreign Country,Isosorbide Mononitrate,252,154,161,185,14191,208,130,92,129
Foreign Country,Ketoconazole,49,69,132,58,59,63,53,52,48
Foreign Country,Labetalol Hcl,24,11,17,44,53,36,14,19,13
Foreign Country,Lacosamide,15,17,27,45,45,65,49,70,80
Foreign Country,Lactulose,173,85,100,141,202,137,146,103,174
Foreign Country,Lamotrigine,160,262,512,684,34312,343,307,288,265
Foreign Country,Lansoprazole,66,61,56,25,35,51,51,71,61
Foreign Country,Latanoprost,68,69,51,97,109,93,164,59,156
Foreign Country,Levetiracetam,141,136,183,206,19285,219,225,263,323
Foreign Country,Levofloxacin,212,194,205,249,313,229,178,122,125
Foreign Country,Levothyroxine Sodium,1206,779,805,975,"1,270,144",1640,1377,1267,1316
Foreign Country,Lidocaine,97,142,106,186,147,43,50,58,112
Foreign Country,Lidocaine Hcl,33,13,28,36,1463,68,53,42,86
Foreign Country,Lisinopril,1702,1169,1070,1229,"1,691",1528,1228,1039,1182
Foreign Country,Lisinopril/Hydrochlorothiazide,786,205,230,281,302,275,238,192,193
Foreign Country,Lithium Carbonate,64,108,174,219,9832,168,122,145,94
Foreign Country,Loperamide Hcl,19,19,32,34,39,55,30,35,36
Foreign Country,Lorazepam,300,390,488,643,537,568,421,456,565
Foreign Country,Losartan Potassium,473,400,484,643,827,890,844,867,1003
Foreign Country,Losartan/Hydrochlorothiazide,265,154,190,134,250,246,235,95,147
Foreign Country,Lovastatin,127,83,82,114,173,211,131,125,170
Foreign Country,Lurasidone Hcl,27,102,197,229,204,164,137,110,113
Foreign Country,Meclizine Hcl,111,89,64,84,149,98,80,69,72
Foreign Country,Meloxicam,298,208,247,403,486,441,254,170,120
Foreign Country,Memantine Hcl,133,130,104,171,204142,183,108,80,104
Foreign Country,Metformin Hcl,1505,923,773,930,"1,220,138",1242,1026,891,1013
Foreign Country,Methocarbamol,66,49,48,24,45,69,50,50,38
Foreign Country,Methotrexate Sodium,124,167,138,64,21,103,82,91,168
Foreign Country,Methylprednisolone,124,97,153,132,228,115,102,78,89
Foreign Country,Metoclopramide Hcl,80,65,54,46,86,77,75,133,104
Foreign Country,Metoprolol Succinate,492,209,300,534,75721,790,609,447,673
Foreign Country,Metoprolol Tartrate,1119,771,651,858,959,833,663,541,624
Foreign Country,Metronidazole,136,126,102,113,141,133,120,104,77
Foreign Country,Midodrine Hcl,28,21,20,14,25,49,54,71,42
Foreign Country,Mirtazapine,163,268,375,465,424,309,294,237,362
Foreign Country,Mometasone Furoate,92,101,76,22,8111,43,16,25,14
Foreign Country,Montelukast Sodium,261,269,316,264,375,338,416,364,305
Foreign Country,Morphine Sulfate,72,143,202,204,84160,289,154,61,35
Foreign Country,Mupirocin,72,69,86,122,214,127,89,69,79
Foreign Country,Nabumetone,83,92,57,60,56,47,61,34,67
Foreign Country,Naproxen,359,219,215,267,379,397,355,281,214
Foreign Country,Nifedipine,215,140,128,164,1494,63,50,84,80
Foreign Country,Nitrofurantoin Monohyd/M-Cryst,68,84,90,81,105,140,133,139,142
Foreign Country,Nitroglycerin,115,83,104,82,10018,83,57,57,80
Foreign Country,Nortriptyline Hcl,46,19,43,79,82,86,52,42,33
Foreign Country,Nystatin,95,117,144,101,12955,134,89,143,109
Foreign Country,Nystatin/Triamcin,15,27,38,32,18,49,45,48,65
Foreign Country,Olanzapine,160,272,261,415,307,251,315,353,435
Foreign Country,Olopatadine Hcl,37,44,11,40,6224,62,67,26,20
Foreign Country,Omeprazole,1470,1010,1182,1260,"1,480",1224,850,959,965
Foreign Country,Ondansetron,63,100,83,145,129,138,160,168,145
Foreign Country,Ondansetron Hcl,79,75,89,81,129,160,143,192,215
Foreign Country,Oxcarbazepine,38,21,21,78,69,56,57,35,55
Foreign Country,Oxybutynin Chloride,214,235,347,148,91108,130,107,141,242
Foreign Country,Oxycodone Hcl,104,427,392,171,16016,195,133,204,135
Foreign Country,Oxycodone Hcl/Acetaminophen,381,518,531,552,587,512,429,359,221
Foreign Country,Paliperidone Palmitate,27,50,89,136,81,81,38,35,30
Foreign Country,Pantoprazole Sodium,377,248,278,387,609,709,741,667,725
Foreign Country,Paroxetine Hcl,169,82,139,196,204,285,146,81,91
Foreign Country,Penicillin V Potassium,112,113,128,99,70,73,54,50,40
Foreign Country,Pentoxifylline,32,35,33,18,28,35,67,23,56
Foreign Country,Phenytoin Sodium Extended,104,41,32,61,76,75,75,66,37
Foreign Country,Pioglitazone Hcl,93,41,29,42,37,61,27,20,60
Foreign Country,Potassium Chloride,865,327,310,366,521524431,515,364,326,419
Foreign Country,Pramipexole Di-Hcl,31,83,62,41,41,39,52,34,35
Foreign Country,Pravastatin Sodium,964,341,288,331,356,337,208,165,179
Foreign Country,Prazosin Hcl,29,97,54,99,86,95,95,117,81
Foreign Country,Prednisolone Acetate,24,75,84,24,55,47,27,24,31
Foreign Country,Prednisone,434,376,522,661,847,895,961,663,525
Foreign Country,Pregabalin,115,187,267,169,213,194,180,217,221
Foreign Country,Primidone,33,24,28,26,30,46,35,28,42
Foreign Country,Prochlorperazine Maleate,31,23,23,21,42,37,35,102,99
Foreign Country,Promethazine Hcl,128,77,46,95,146,79,30,31,36
Foreign Country,Propranolol Hcl,82,79,137,154,16013,231,167,168,193
Foreign Country,Quetiapine Fumarate,334,451,710,977,6564721,554,487,375,493
Foreign Country,Ramipril,21,24,71,79,56,53,41,14,20
Foreign Country,Risperidone,211,207,311,378,262,214,220,185,241
Foreign Country,Risperidone Microspheres,21,23,31,79,43,27,25,33,19
Foreign Country,Rivaroxaban,56,85,49,71,160,166,216,217,339
Foreign Country,Ropinirole Hcl,113,58,55,44,46,135,119,125,91
Foreign Country,Rosuvastatin Calcium,333,162,138,244,17232,199,215,230,252
Foreign Country,Sertraline Hcl,336,370,585,804,732,814,605,519,424
Foreign Country,Sevelamer Carbonate,13,33,13,16,2314,43,17,24,37
Foreign Country,Simvastatin,1493,1150,1025,1044,"1,326",1123,795,668,662
Foreign Country,Sitagliptin Phos/Metformin Hcl,20,19,12,17,46,58,66,76,78
Foreign Country,Sitagliptin Phosphate,159,93,64,65,195,108,63,108,107
Foreign Country,Spironolactone,109,106,138,213,202,197,158,197,240
Foreign Country,Sucralfate,46,40,43,74,3971,94,117,101,100
Foreign Country,Sulfamethoxazole/Trimethoprim,215,233,294,215,273,263,207,189,203
Foreign Country,Sumatriptan Succinate,38,42,68,51,92,103,145,115,78
Foreign Country,Tamsulosin Hcl,403,423,542,438,662,582,488,410,969
Foreign Country,Temazepam,200,117,105,123,129,127,103,66,77
Foreign Country,Terazosin Hcl,76,102,125,132,142,158,166,102,97
Foreign Country,Tiotropium Bromide,162,131,353,251,15546,155,114,126,73
Foreign Country,Tizanidine Hcl,178,155,133,159,244,430,123,100,164
Foreign Country,Topiramate,97,99,113,195,155,192,149,128,165
Foreign Country,Torsemide,26,16,11,24,22,16,42,44,59
Foreign Country,Tramadol Hcl,885,598,464,624,685,763,577,390,395
Foreign Country,Trazodone Hcl,408,519,691,866,754,738,757,575,563
Foreign Country,Triamcinolone Acetonide,128,119,163,111,171,206,207,141,176
Foreign Country,Triamterene/Hydrochlorothiazid,171,59,86,70,77,72,61,73,81
Foreign Country,Trihexyphenidyl Hcl,22,26,30,53,45,47,28,29,27
Foreign Country,Valacyclovir Hcl,25,23,33,41,80,85,76,54,59
Foreign Country,Valsartan,166,81,59,93,131,70,19,28,48
Foreign Country,Valsartan/Hydrochlorothiazide,213,80,41,30,52,36,11,17,19
Foreign Country,Venlafaxine Hcl,136,236,373,476,90244,310,212,196,207
Foreign Country,Verapamil Hcl,101,36,44,39,3123,61,57,63,53
Foreign Country,Warfarin Sodium,334,275,273,376,32578,916,758,304,213
Foreign Country,Ziprasidone Hcl,41,69,129,136,96,71,59,54,55
Foreign Country,Zolpidem Tartrate,276,277,349,400,37620,354,230,178,123
Georgia,0.9 % Sodium Chloride,5022,4135,3942,4717,"5,463",5855,6633,7345,5374
Georgia,Abacavir Sulfate,2405,2743,3529,3610,"294,059",2688,2366,2215,1658
Georgia,Abacavir Sulfate/Lamivudine,5028,5674,6020,4359,"2,491,903",2883,2137,1517,1214
Georgia,Abatacept,978,1310,1413,1578,"1,354,367",1852,2017,2356,2856
Georgia,Abatacept/Maltose,113,94,80,95,157,204,125,209,212
Georgia,Abiraterone Acetate,1934,2847,3040,2755,"2,785",3760,3936,4018,4855
Georgia,Acamprosate Calcium,393,358,392,468,449,425,495,441,456
Georgia,Acarbose,4693,4859,4638,4568,"4,570",4363,4934,5172,4930
Georgia,Acebutolol Hcl,6118,6119,5693,5200,"4,772",4586,4465,4334,3849
Georgia,Acetaminophen With Codeine,51822,58792,88818,92402,"941,971,520",92860,90553,89122,87423
Georgia,Acetazolamide,7263,7998,8978,9608,"1,014,630",10651,10058,9029,9046
Georgia,Acetic Acid,405,426,493,576,635,775,592,608,672
Georgia,Acetylcysteine,447,506,461,460,560,582,603,578,260
Georgia,Acitretin,869,923,1018,1075,94712,1101,1201,1054,1128
Georgia,Aclidinium Bromide,3450,8160,10559,4072,"2,462",1629,1084,609,415
Georgia,Acyclovir,41399,44333,46521,48045,"47,947,305",50146,51444,52762,49440
Georgia,Adalimumab,9719,11187,12732,14719,"265,712,407,122,146",16713,18780,18892,20265
Georgia,Adapalene,146,198,195,205,26211,209,217,384,250
Georgia,Adapalene/Benzoyl Peroxide,74,96,75,71,112012,47,75,74,68
Georgia,Adefovir Dipivoxil,79,96,71,59,6211,67,86,75,51
Georgia,Afatinib Dimaleate,26,109,201,314,307,137,153,87,116
Georgia,Agalsidase Beta,24,70,50,12,12,25,21,21,31
Georgia,Albendazole,223,202,217,148,153,166,173,240,244
Georgia,Albuterol Sulfate,311331,339428,370902,371775,"15,0341,60,5066,1895,6612,05,584",409656,416182,470932,500625
Georgia,Alcaftadine,1425,1384,1165,605,381,282,231,161,153
Georgia,Alclometasone Dipropionate,1120,1169,1289,1898,"2,202",1977,2232,1975,1885
Georgia,Alcohol Antiseptic Pads,8665,22168,29885,28314,"36,531,758,966,248,900,000,000,000",38404,35050,33662,36873
Georgia,Alendronate Sodium,163296,160364,162095,166481,"1,69,6499016",165447,161039,157118,157569
Georgia,Alendronate Sodium/Vitamin D3,256,119,101,113,80,57,48,48,61
Georgia,Alfuzosin Hcl,12953,13884,15150,17907,"1,993,943",20879,20888,22439,23620
